Image number,Square,Radius,Circumference,Alcohol concentration
84,1959452.07,789.76,8660.75,12.5
840,1003240.47,565.1,4763.44,12.5
841,1000505.01,564.33,4509.71,12.5
842,1000294.59,564.27,4509.71,12.5
843,1021294.5,570.17,4419.54,12.5
844,1021252.42,570.15,4419.54,12.5
845,1080022.73,586.33,5708.4,12.5
846,1079938.56,586.31,5708.4,12.5
847,1079580.84,586.21,5712.2,12.5
848,1146483.88,604.1,4709.13,12.5
849,1146347.11,604.06,4706.44,12.5
85,1886394.24,774.89,8244.37,12.5
850,1528627.64,697.55,7530.7,12.5
851,1528459.3,697.51,7521.53,12.5
852,1528943.27,697.62,7521.53,12.5
853,1265371.18,634.65,6676.07,12.5
854,1265486.91,634.68,6660.41,12.5
855,936190.14,545.89,5534.16,12.5
856,935895.55,545.81,5534.16,12.5
857,935895.55,545.81,5534.16,12.5
858,829454.59,513.83,3946.44,12.5
859,829738.66,513.92,3949.12,12.5
86,1886415.28,774.9,8249.75,12.5
860,1786013.38,753.99,9045.23,12.5
861,1786350.05,754.06,9036.05,12.5
862,1786444.74,754.08,9038.74,12.5
863,845204.53,518.69,3867.86,12.5
864,845141.4,518.67,3867.86,12.5
865,864500.04,524.57,3917.53,12.5
866,864394.83,524.54,3917.53,12.5
867,864331.71,524.52,3917.53,12.5
868,836366.89,515.97,3958.95,12.5
869,836324.8,515.96,3958.95,12.5
87,1885899.76,774.79,8243.26,12.5
870,844815.25,518.57,3917.34,12.5
871,844815.25,518.57,3917.34,12.5
872,844836.29,518.57,3917.34,12.5
873,1608923.91,715.64,6223.92,12.5
874,1608787.14,715.61,6226.61,12.5
875,1563673.09,705.5,7567.86,12.5
876,1564325.39,705.65,7564.06,12.5
877,1564851.44,705.77,7567.86,12.5
878,1545840.0,701.47,8083.11,12.5
879,1545882.08,701.48,8083.11,12.5
88,1886846.65,774.99,8078.12,12.5
880,1584946.55,710.28,8043.08,12.5
881,1585840.84,710.48,8054.94,12.5
882,1585882.92,710.49,8054.94,12.5
883,1598003.11,713.2,7898.32,12.5
884,1597961.03,713.19,7898.32,12.5
885,1681960.69,731.7,6545.02,12.5
886,1682697.16,731.86,6550.4,12.5
887,1682865.5,731.9,6554.2,12.5
888,1738300.65,743.85,6955.56,12.5
889,1737679.91,743.72,6949.08,12.5
89,1886509.97,774.92,8083.5,12.5
890,1719773.17,739.88,7912.49,12.5
891,1719468.06,739.81,7909.8,12.5
892,1719783.69,739.88,7909.8,12.5
893,1805382.54,758.07,6960.02,12.5
894,1805130.04,758.02,6960.02,12.5
895,1815103.95,760.11,6899.33,12.5
896,1814819.88,760.05,6902.01,12.5
897,1814861.96,760.06,6907.39,12.5
898,1782741.35,753.3,7471.12,12.5
899,1782762.39,753.31,7471.12,12.5
9,2025281.96,802.91,7525.98,12.5
90,1826024.75,762.39,7839.4,12.5
900,1846887.89,766.74,6944.2,12.5
901,1847129.87,766.79,6946.88,12.5
902,1847413.94,766.84,6940.4,12.5
903,1884079.62,774.42,7182.27,12.5
904,1884489.94,774.5,7188.75,12.5
905,1949593.89,787.77,7867.38,12.5
906,1949751.7,787.8,7864.7,12.5
907,1949551.81,787.76,7867.38,12.5
908,1954065.31,788.67,8405.44,12.5
909,1954191.57,788.69,8405.44,12.5
91,1826108.91,762.41,7839.4,12.5
910,1911981.31,780.13,8134.55,12.5
911,1912086.52,780.15,8134.55,12.5
912,1912118.09,780.16,8137.24,12.5
913,1947636.98,787.37,8037.89,12.5
914,1947952.61,787.43,8037.89,12.5
915,1890045.03,775.64,7933.45,12.5
916,1890087.11,775.65,7933.45,12.5
917,1890192.32,775.67,7933.45,12.5
918,1842100.83,765.74,9272.01,12.5
919,1842405.94,765.8,9269.32,12.5
92,1825993.18,762.39,7836.71,12.5
920,1816440.11,760.39,9454.38,12.5
921,1815987.71,760.29,9457.07,12.5
922,1816261.26,760.35,9457.07,12.5
923,1880081.64,773.59,8048.83,12.5
924,1880134.25,773.61,8051.52,12.5
925,1814609.46,760.01,7682.59,12.5
926,1814693.63,760.02,7673.42,12.5
927,1821395.51,761.43,7977.94,12.5
928,1780794.97,752.89,7155.48,12.5
929,1781110.6,752.96,7155.48,12.5
93,1718352.83,739.57,7533.12,12.5
930,1858976.52,769.24,7309.13,12.5
931,1859018.6,769.25,7305.33,12.5
932,1859081.73,769.26,7309.13,12.5
933,1698057.82,735.19,8830.15,12.5
934,1697258.23,735.02,8839.32,12.5
935,1741972.48,744.64,8985.46,12.5
936,1739584.21,744.13,8991.94,12.5
937,1739794.63,744.17,8995.74,12.5
938,1765013.47,749.55,6979.21,12.5
939,1763182.81,749.16,6887.46,12.5
94,1718763.15,739.66,7522.83,12.5
940,1775513.42,751.77,6767.93,12.5
941,1775702.8,751.81,6771.73,12.5
942,1776386.67,751.96,6761.44,12.5
943,1672123.56,729.56,8607.28,12.5
944,1672554.92,729.65,8609.96,12.5
945,1632985.44,720.97,8206.37,12.5
946,1632659.29,720.9,8203.68,12.5
947,1632501.47,720.86,8204.8,12.5
948,1662139.13,727.38,8231.86,12.5
949,1661949.75,727.33,8231.86,12.5
95,1725664.93,741.15,7686.39,12.5
950,1642685.8,723.11,8326.29,12.5
951,1642517.46,723.07,8326.29,12.5
952,1642075.58,722.97,8335.46,12.5
953,1708473.61,737.44,8536.57,12.5
954,1708263.19,737.4,8536.57,12.5
955,1698741.69,735.34,8205.45,12.5
956,1698436.58,735.27,8202.76,12.5
957,1699109.92,735.42,8180.61,12.5
958,1703171.03,736.3,8097.39,12.5
959,1702529.25,736.16,8090.91,12.5
96,1725107.31,741.03,7685.28,12.5
960,1748285.08,745.99,7832.26,12.5
961,1748453.41,746.02,7832.26,12.5
962,1748390.29,746.01,7832.26,12.5
963,1428751.79,674.38,6666.17,12.5
964,1429014.81,674.44,6668.85,12.5
965,1757743.46,748.0,8738.86,12.5
966,1758721.91,748.21,8752.3,12.5
967,1758416.8,748.15,8749.61,12.5
968,1754166.32,747.24,8098.51,12.5
969,1754597.68,747.33,8095.82,12.5
97,1724960.02,740.99,7685.28,12.5
970,1893632.69,776.38,8810.68,12.5
971,1893327.58,776.31,8820.97,12.5
972,1893559.04,776.36,8808.0,12.5
973,1857777.12,768.99,8803.89,12.5
974,1857587.75,768.95,8800.09,12.5
975,1847676.96,766.9,8397.73,12.5
976,1846835.28,766.72,8406.9,12.5
977,1846877.37,766.73,8406.9,12.5
978,864047.64,524.44,3808.82,12.5
979,864152.85,524.47,3808.82,12.5
98,1668104.54,728.68,7657.11,12.5
980,1762288.53,748.97,8737.29,12.5
981,1763245.94,749.17,8738.4,12.5
982,1762940.83,749.11,8746.46,12.5
983,1750915.33,746.55,8310.36,12.5
984,1751567.63,746.69,8295.81,12.5
985,1748200.91,745.97,7538.68,12.5
986,1747958.93,745.92,7535.99,12.5
987,1748127.26,745.95,7535.99,12.5
988,1868561.15,771.22,7624.94,12.5
989,1868929.38,771.3,7622.25,12.5
99,1668462.25,728.76,7655.53,12.5
990,1205243.67,619.39,5674.85,12.5
991,1205222.62,619.38,5674.85,12.5
992,1205369.92,619.42,5680.22,12.5
993,1720225.57,739.98,8425.9,12.5
994,1719773.17,739.88,8419.42,12.5
995,1672092.0,729.55,7766.08,12.5
996,1672502.31,729.64,7768.77,12.5
997,1672502.31,729.64,7768.77,12.5
998,821921.56,511.49,3849.32,12.5
999,822131.98,511.56,3849.32,12.5
0,312031.43,315.16,2274.66,5.0
1,311707.04,314.99,2277.54,5.0
10,308907.63,313.57,2227.33,5.0
100,296808.92,307.37,2090.56,5.0
1000,295210.98,306.54,2742.18,5.0
1001,295210.98,306.54,2742.18,5.0
1002,295210.98,306.54,2742.18,5.0
1003,299115.72,308.56,2373.48,5.0
1004,299115.72,308.56,2373.48,5.0
1005,302395.71,310.25,2184.05,5.0
1006,302419.74,310.26,2184.05,5.0
1007,302371.68,310.24,2184.05,5.0
1008,294562.19,306.21,2146.52,5.0
1009,294586.22,306.22,2146.52,5.0
101,296905.04,307.42,2094.63,5.0
1010,286103.9,301.78,2079.57,5.0
1011,286115.92,301.78,2078.38,5.0
1012,286115.92,301.78,2078.38,5.0
1013,299043.64,308.53,2667.31,5.0
1014,299043.64,308.53,2667.31,5.0
1015,324995.19,321.64,2467.46,5.0
1016,325019.22,321.65,2467.46,5.0
1017,325019.22,321.65,2467.46,5.0
1018,298478.95,308.23,2453.8,5.0
1019,298863.42,308.43,2457.86,5.0
102,296917.05,307.43,2097.5,5.0
1020,299776.53,308.9,2193.85,5.0
1021,299776.53,308.9,2193.85,5.0
1022,300257.11,309.15,2193.85,5.0
1023,296136.1,307.02,2157.51,5.0
1024,296352.36,307.13,2157.51,5.0
1025,286440.31,301.95,2046.1,5.0
1026,286440.31,301.95,2046.1,5.0
1027,286440.31,301.95,2046.1,5.0
1028,292952.23,305.37,2069.77,5.0
1029,293168.49,305.48,2069.77,5.0
103,294345.92,306.09,2050.16,5.0
1030,317293.83,317.8,2328.73,5.0
1031,317365.92,317.84,2328.73,5.0
1032,317534.12,317.92,2328.73,5.0
1033,303465.01,310.8,2172.36,5.0
1034,303416.96,310.77,2168.3,5.0
1035,307333.72,312.77,2507.38,5.0
1036,307549.98,312.88,2507.38,5.0
1037,307477.89,312.85,2507.38,5.0
1038,298406.86,308.2,2087.69,5.0
1039,298502.98,308.25,2087.69,5.0
104,294514.13,306.18,2050.16,5.0
1040,309616.49,313.93,2198.41,5.0
1041,309424.26,313.84,2198.41,5.0
1042,309448.29,313.85,2198.41,5.0
1043,307297.67,312.76,2185.73,5.0
1044,307381.78,312.8,2182.86,5.0
1045,294790.47,306.32,2093.93,5.0
1046,294814.49,306.34,2093.93,5.0
1047,294790.47,306.32,2093.93,5.0
1048,294874.57,306.37,2073.83,5.0
1049,294874.57,306.37,2073.83,5.0
105,303068.53,310.6,2148.9,5.0
1050,302696.08,310.4,2143.65,5.0
1051,302563.92,310.34,2140.77,5.0
1052,302563.92,310.34,2140.77,5.0
1053,311634.95,314.95,2245.75,5.0
1054,311634.95,314.95,2245.75,5.0
1055,301542.68,309.81,2153.45,5.0
1056,301518.65,309.8,2153.45,5.0
1057,301831.03,309.96,2157.51,5.0
1058,300773.74,309.42,2624.04,5.0
1059,301122.16,309.6,2621.17,5.0
106,303068.53,310.6,2148.9,5.0
1060,319708.77,319.01,2404.99,5.0
1061,319480.49,318.89,2402.12,5.0
1062,319684.74,319.0,2404.99,5.0
1063,301626.78,309.86,2358.14,5.0
1064,301626.78,309.86,2358.14,5.0
1065,298022.4,308.0,2156.32,5.0
1066,297842.18,307.91,2159.19,5.0
1067,297938.29,307.96,2159.19,5.0
1068,300317.19,309.18,2186.92,5.0
1069,300197.04,309.12,2182.86,5.0
107,303068.53,310.6,2148.9,5.0
1070,284217.61,300.78,2068.58,5.0
1071,284133.51,300.74,2071.45,5.0
1072,284085.45,300.71,2071.45,5.0
1073,304558.34,311.36,2682.66,5.0
1074,304197.9,311.17,2682.66,5.0
1075,314146.0,316.22,2720.19,5.0
1076,314121.97,316.21,2720.19,5.0
1077,314037.87,316.17,2723.06,5.0
1078,305207.13,311.69,2178.31,5.0
1079,305279.22,311.73,2178.31,5.0
108,313689.45,315.99,2291.89,5.0
1080,304990.87,311.58,2203.66,5.0
1081,304990.87,311.58,2203.66,5.0
1082,305014.9,311.59,2203.66,5.0
1083,289684.26,303.66,2081.25,5.0
1084,289347.85,303.48,2077.19,5.0
1085,293264.61,305.53,2064.02,5.0
1086,293336.7,305.57,2064.02,5.0
1087,293312.67,305.56,2064.02,5.0
1088,305195.12,311.68,2192.66,5.0
1089,305399.37,311.79,2195.54,5.0
109,313737.5,316.02,2291.89,5.0
1090,304017.69,311.08,2167.31,5.0
1091,304089.77,311.12,2167.31,5.0
1092,303873.51,311.01,2167.31,5.0
1093,291402.35,304.56,2082.44,5.0
1094,291354.29,304.53,2082.44,5.0
1095,294381.97,306.11,2062.83,5.0
1096,293985.49,305.91,2059.96,5.0
1097,294009.52,305.92,2059.96,5.0
1098,304438.2,311.3,2144.83,5.0
1099,304366.11,311.26,2144.83,5.0
11,308883.6,313.56,2227.33,5.0
110,299043.64,308.53,2182.86,5.0
1100,303140.62,310.63,2175.93,5.0
1101,303092.56,310.61,2175.93,5.0
1102,303044.5,310.58,2175.93,5.0
1103,296196.17,307.05,2146.52,5.0
1104,296148.12,307.03,2146.52,5.0
1105,308763.46,313.5,2368.64,5.0
1106,308763.46,313.5,2368.64,5.0
1107,308763.46,313.5,2368.64,5.0
1108,308487.12,313.36,2380.62,5.0
1109,308090.64,313.16,2383.49,5.0
111,298851.4,308.43,2182.86,5.0
1110,290993.85,304.35,2072.64,5.0
1111,290945.79,304.32,2072.64,5.0
1112,290729.53,304.21,2072.64,5.0
1113,291017.88,304.36,2086.5,5.0
1114,291101.98,304.4,2089.38,5.0
1115,289239.72,303.43,2096.31,5.0
1116,289347.85,303.48,2093.44,5.0
1117,289371.88,303.5,2093.44,5.0
1118,286872.84,302.18,2573.13,5.0
1119,286824.78,302.16,2573.13,5.0
112,298827.37,308.41,2182.86,5.0
1120,300317.19,309.18,2610.17,5.0
1121,300317.19,309.18,2610.17,5.0
1122,300317.19,309.18,2610.17,5.0
1123,297109.28,307.53,2362.2,5.0
1124,296568.63,307.25,2369.14,5.0
1125,294730.39,306.29,2185.73,5.0
1126,294826.51,306.34,2185.73,5.0
1127,294826.51,306.34,2185.73,5.0
1128,301266.34,309.67,2212.77,5.0
1129,301194.25,309.63,2212.77,5.0
113,288795.17,303.19,2068.09,5.0
1130,291750.77,304.74,2099.18,5.0
1131,291846.89,304.79,2099.18,5.0
1132,292207.32,304.98,2103.24,5.0
1133,285010.57,301.2,2035.11,5.0
1134,285058.63,301.23,2035.11,5.0
1135,302563.92,310.34,2160.38,5.0
1136,302455.79,310.28,2157.51,5.0
1137,302479.82,310.29,2157.51,5.0
1138,310637.74,314.45,2268.22,5.0
1139,310685.79,314.47,2268.22,5.0
114,288819.2,303.21,2068.09,5.0
1140,295042.77,306.46,2100.86,5.0
1141,295114.86,306.49,2104.92,5.0
1142,295090.83,306.48,2104.92,5.0
1143,287017.01,302.26,2040.36,5.0
1144,286968.95,302.23,2040.36,5.0
1145,304510.28,311.33,2195.54,5.0
1146,304342.08,311.25,2195.54,5.0
1147,304197.9,311.17,2195.54,5.0
1148,310673.78,314.47,2291.69,5.0
1149,310637.74,314.45,2288.82,5.0
115,291294.21,304.5,3076.62,5.0
1150,297698.0,307.83,2151.07,5.0
1151,297625.91,307.79,2151.07,5.0
1152,297625.91,307.79,2151.07,5.0
1153,287425.51,302.47,2055.9,5.0
1154,287497.6,302.51,2055.9,5.0
1155,289756.34,303.7,2051.84,5.0
1156,289876.49,303.76,2051.84,5.0
1157,289804.4,303.72,2051.84,5.0
1158,294369.95,306.11,2113.04,5.0
1159,294369.95,306.11,2113.04,5.0
116,291282.2,304.5,3073.74,5.0
1160,299331.99,308.68,2186.92,5.0
1161,299259.9,308.64,2186.92,5.0
1162,299187.81,308.6,2186.92,5.0
1163,285683.39,301.56,2076.7,5.0
1164,285707.42,301.57,2076.7,5.0
1165,301662.82,309.87,2341.41,5.0
1166,301626.78,309.86,2338.53,5.0
1167,301879.08,309.99,2335.66,5.0
1168,310661.76,314.46,2424.39,5.0
1169,310217.22,314.24,2423.2,5.0
117,291258.17,304.48,3073.74,5.0
1170,292796.04,305.29,2121.66,5.0
1171,293012.3,305.4,2125.72,5.0
1172,293012.3,305.4,2125.72,5.0
1173,302984.43,310.55,2221.38,5.0
1174,303032.49,310.58,2221.38,5.0
1175,299848.62,308.94,2216.83,5.0
1176,299824.59,308.93,2216.83,5.0
1177,299992.79,309.02,2216.83,5.0
1178,283953.29,300.64,2105.41,5.0
1179,284145.52,300.74,2105.41,5.0
118,299031.62,308.52,2152.96,5.0
1180,285479.14,301.45,2618.5,5.0
1181,285443.1,301.43,2621.37,5.0
1182,285755.48,301.59,2627.11,5.0
1183,290633.41,304.16,2062.83,5.0
1184,290633.41,304.16,2062.83,5.0
1185,314146.0,316.22,2307.44,5.0
1186,314121.97,316.21,2307.44,5.0
1187,314146.0,316.22,2307.44,5.0
1188,299103.71,308.56,2185.04,5.0
1189,299368.03,308.69,2185.04,5.0
119,298671.18,308.33,2152.96,5.0
1190,285983.76,301.71,2073.13,5.0
1191,286175.99,301.82,2078.87,5.0
1192,286139.95,301.8,2076.0,5.0
1193,296400.42,307.16,2134.83,5.0
1194,296496.54,307.21,2134.83,5.0
1195,311947.33,315.11,2281.89,5.0
1196,311634.95,314.95,2277.82,5.0
1197,311634.95,314.95,2277.82,5.0
1198,301002.02,309.54,2184.34,5.0
1199,300941.95,309.5,2181.47,5.0
12,308907.63,313.57,2227.33,5.0
120,305579.58,311.88,2240.0,5.0
1200,290621.4,304.15,2096.1,5.0
1201,290501.25,304.09,2096.1,5.0
1202,290501.25,304.09,2096.1,5.0
1203,294778.45,306.32,2116.41,5.0
1204,294898.6,306.38,2116.41,5.0
1205,298274.7,308.13,2160.87,5.0
1206,298106.5,308.04,2160.87,5.0
1207,298082.47,308.03,2160.87,5.0
1208,306985.29,312.6,2289.51,5.0
1209,306793.06,312.5,2289.51,5.0
121,305483.47,311.83,2240.0,5.0
1210,287173.2,302.34,2068.58,5.0
1211,287293.35,302.4,2068.58,5.0
1212,287269.32,302.39,2068.58,5.0
1213,294790.47,306.32,2860.03,5.0
1214,294766.44,306.31,2860.03,5.0
1215,306997.31,312.6,2374.18,5.0
1216,306925.22,312.57,2374.18,5.0
1217,306961.26,312.58,2377.05,5.0
1218,293324.68,305.56,2108.78,5.0
1219,293300.65,305.55,2108.78,5.0
122,305507.5,311.84,2240.0,5.0
1220,292567.76,305.17,2162.35,5.0
1221,292687.91,305.23,2162.35,5.0
1222,292711.94,305.24,2162.35,5.0
1223,290741.54,304.21,2137.0,5.0
1224,290813.63,304.25,2137.0,5.0
1225,287017.01,302.26,2646.52,5.0
1226,287173.2,302.34,2643.65,5.0
1227,286908.88,302.2,2643.65,5.0
1228,314950.98,316.63,2436.08,5.0
1229,315071.13,316.69,2436.08,5.0
123,298731.26,308.37,2195.04,5.0
1230,299019.61,308.51,2401.91,5.0
1231,299043.64,308.53,2401.91,5.0
1232,299067.67,308.54,2401.91,5.0
1233,296520.57,307.22,2136.51,5.0
1234,296616.69,307.27,2136.51,5.0
1235,301975.2,310.03,2147.99,5.0
1236,301999.23,310.05,2147.99,5.0
1237,301999.23,310.05,2147.99,5.0
1238,294153.69,305.99,2112.35,5.0
1239,294153.69,305.99,2112.35,5.0
124,298514.99,308.25,2195.04,5.0
1240,297625.91,307.79,2119.28,5.0
1241,297433.68,307.69,2119.28,5.0
1242,297385.62,307.67,2119.28,5.0
1243,310361.4,314.31,2250.09,5.0
1244,310313.34,314.29,2250.09,5.0
1245,303933.58,311.04,2202.26,5.0
1246,304053.73,311.1,2202.26,5.0
1247,304029.7,311.09,2202.26,5.0
1248,287113.13,302.31,2126.21,5.0
1249,287137.16,302.32,2126.21,5.0
125,310757.88,314.51,3011.64,5.0
1250,295931.85,306.92,2140.08,5.0
1251,295775.66,306.84,2137.21,5.0
1252,295799.69,306.85,2137.21,5.0
1253,317041.52,317.68,2249.11,5.0
1254,317041.52,317.68,2249.11,5.0
1255,310385.43,314.32,2178.8,5.0
1256,310361.4,314.31,2178.8,5.0
1257,310337.37,314.3,2178.8,5.0
1258,292267.4,305.01,2078.38,5.0
1259,292459.63,305.11,2072.64,5.0
126,310685.79,314.47,3011.64,5.0
1260,302443.77,310.28,2325.37,5.0
1261,302479.82,310.29,2322.49,5.0
1262,302539.89,310.32,2319.62,5.0
1263,293468.86,305.64,2124.04,5.0
1264,293420.8,305.61,2124.04,5.0
1265,309340.16,313.79,2251.98,5.0
1266,309292.1,313.77,2251.98,5.0
1267,309003.75,313.62,2256.04,5.0
1268,293264.61,305.53,2176.91,5.0
1269,293312.67,305.56,2176.91,5.0
127,310685.79,314.47,3011.64,5.0
1270,284085.45,300.71,2106.6,5.0
1271,284085.45,300.71,2106.6,5.0
1272,284061.42,300.7,2106.6,5.0
1273,285010.57,301.2,2521.94,5.0
1274,284926.47,301.16,2519.07,5.0
1275,294357.94,306.1,2490.84,5.0
1276,294285.85,306.06,2500.65,5.0
1277,294285.85,306.06,2500.65,5.0
1278,302287.58,310.2,2132.16,5.0
1279,302095.35,310.1,2132.16,5.0
128,320742.02,319.52,2795.46,5.0
1280,306540.75,312.37,2179.5,5.0
1281,306588.81,312.39,2179.5,5.0
1282,306588.81,312.39,2179.5,5.0
1283,301122.16,309.6,2205.34,5.0
1284,301170.22,309.62,2205.34,5.0
1285,286956.94,302.23,2084.12,5.0
1286,287269.32,302.39,2092.25,5.0
1287,287221.26,302.37,2092.25,5.0
1288,284794.31,301.09,2019.56,5.0
1289,284722.22,301.05,2019.56,5.0
129,321054.4,319.68,2791.4,5.0
1290,301542.68,309.81,2169.69,5.0
1291,301542.68,309.81,2169.69,5.0
1292,301494.62,309.79,2169.69,5.0
1293,315575.74,316.94,2204.85,5.0
1294,315575.74,316.94,2204.85,5.0
1295,295102.85,306.49,2094.63,5.0
1296,295078.82,306.47,2094.63,5.0
1297,295078.82,306.47,2094.63,5.0
1298,296448.48,307.18,2071.65,5.0
1299,296628.7,307.28,2068.78,5.0
13,310000.96,314.13,2177.12,5.0
130,295307.09,306.59,2097.5,5.0
1300,310000.96,314.13,2244.06,5.0
1301,309928.87,314.09,2244.06,5.0
1302,310469.53,314.37,2246.93,5.0
1303,325031.24,321.65,2340.22,5.0
1304,325007.21,321.64,2340.22,5.0
1305,295607.46,306.75,2099.67,5.0
1306,295559.4,306.72,2099.67,5.0
1307,295511.34,306.7,2099.67,5.0
1308,292435.6,305.1,2588.19,5.0
1309,292435.6,305.1,2588.19,5.0
131,295475.3,306.68,2097.5,5.0
1310,298827.37,308.41,2100.37,5.0
1311,299271.91,308.64,2108.98,5.0
1312,299271.91,308.64,2108.98,5.0
1313,311995.39,315.14,2204.15,5.0
1314,311971.36,315.12,2204.15,5.0
1315,305026.91,311.6,2200.79,5.0
1316,305026.91,311.6,2200.79,5.0
1317,304978.85,311.57,2200.79,5.0
1318,288879.28,303.24,2082.44,5.0
1319,289011.44,303.31,2079.57,5.0
132,295403.21,306.64,2097.5,5.0
1320,285527.2,301.47,2030.55,5.0
1321,285575.26,301.5,2555.9,5.0
1322,285527.2,301.47,2030.55,5.0
1323,289984.62,303.82,2276.84,5.0
1324,289960.59,303.8,2276.84,5.0
1325,292567.76,305.17,2147.5,5.0
1326,292663.88,305.22,2147.5,5.0
1327,292483.66,305.12,2144.63,5.0
1328,298527.01,308.26,2212.07,5.0
1329,298454.92,308.22,2212.07,5.0
133,316729.14,317.52,2267.73,5.0
1330,288482.8,303.03,2182.66,5.0
1331,288458.77,303.02,2182.66,5.0
1332,288350.63,302.96,2185.53,5.0
1333,302936.37,310.53,2304.57,5.0
1334,302984.43,310.55,2304.57,5.0
1335,314398.31,316.35,2443.51,5.0
1336,314350.25,316.32,2443.51,5.0
1337,314398.31,316.35,2443.51,5.0
1338,298058.44,308.02,2129.08,5.0
1339,298058.44,308.02,2129.08,5.0
134,316729.14,317.52,2267.73,5.0
1340,314410.32,316.35,2256.04,5.0
1341,314530.47,316.41,2256.04,5.0
1342,314410.32,316.35,2256.04,5.0
1343,294538.16,306.19,2183.35,5.0
1344,294562.19,306.21,2183.35,5.0
1345,290657.44,304.17,2095.61,5.0
1346,290681.47,304.18,2095.61,5.0
1347,290705.5,304.19,2095.61,5.0
1348,299848.62,308.94,2133.64,5.0
1349,299848.62,308.94,2133.64,5.0
135,317738.37,318.02,2289.02,5.0
1350,311274.51,314.77,2246.03,5.0
1351,311322.57,314.8,2246.03,5.0
1352,311322.57,314.8,2246.03,5.0
1353,291354.29,304.53,2138.19,5.0
1354,291162.05,304.43,2138.19,5.0
1355,301578.72,309.83,2583.63,5.0
1356,301626.78,309.86,2583.63,5.0
1357,301626.78,309.86,2583.63,5.0
1358,295463.28,306.67,2135.52,5.0
1359,295463.28,306.67,2135.52,5.0
136,317690.31,318.0,2289.02,5.0
1360,304906.77,311.54,2239.31,5.0
1361,304618.42,311.39,2235.24,5.0
1362,304618.42,311.39,2235.24,5.0
1363,299704.44,308.87,2216.83,5.0
1364,299680.41,308.85,2216.83,5.0
1365,283124.28,300.2,2095.12,5.0
1366,283172.34,300.23,2095.12,5.0
1367,283172.34,300.23,2095.12,5.0
1368,291089.97,304.4,2633.14,5.0
1369,291065.94,304.38,2633.14,5.0
137,317690.31,318.0,2289.02,5.0
1370,296664.74,307.3,2157.8,5.0
1371,296712.8,307.32,2157.8,5.0
1372,296616.69,307.27,2157.8,5.0
1373,304786.62,311.47,2216.62,5.0
1374,304642.45,311.4,2216.62,5.0
1375,298238.66,308.11,2195.82,5.0
1376,298094.48,308.04,2195.82,5.0
1377,298238.66,308.11,2195.82,5.0
1378,294910.61,306.39,2251.49,5.0
1379,294910.61,306.39,2251.49,5.0
138,300449.35,309.25,2683.06,5.0
1380,304113.8,311.13,2327.54,5.0
1381,304113.8,311.13,2327.54,5.0
1382,304113.8,311.13,2327.54,5.0
1383,310685.79,314.47,2383.49,5.0
1384,310589.68,314.43,2383.49,5.0
1385,287882.06,302.71,2117.39,5.0
1386,287653.79,302.59,2110.46,5.0
1387,287942.14,302.75,2114.52,5.0
1388,299560.27,308.79,2190.08,5.0
1389,299608.32,308.82,2190.08,5.0
139,300449.35,309.25,2683.06,5.0
1390,291294.21,304.5,2175.52,5.0
1391,291606.59,304.67,2179.58,5.0
1392,291534.51,304.63,2179.58,5.0
1393,297938.29,307.96,2584.82,5.0
1394,297818.15,307.89,2584.82,5.0
1395,291270.18,304.49,2090.65,5.0
1396,291138.02,304.42,2087.78,5.0
1397,291282.2,304.5,2093.52,5.0
1398,309844.77,314.05,2218.1,5.0
1399,309772.68,314.01,2218.1,5.0
14,309976.93,314.12,2177.12,5.0
140,299656.38,308.84,2613.74,5.0
1400,301867.07,309.98,2196.81,5.0
1401,301734.91,309.91,2193.94,5.0
1402,301819.01,309.95,2196.81,5.0
1403,286079.87,301.76,2725.64,5.0
1404,285539.22,301.48,2086.79,5.0
1405,288086.31,302.82,2536.5,5.0
1406,287725.87,302.63,2546.3,5.0
1407,288086.31,302.82,2536.5,5.0
1408,292015.09,304.88,2110.95,5.0
1409,292111.21,304.93,2110.95,5.0
141,299656.38,308.84,2617.8,5.0
1410,291210.11,304.46,2145.62,5.0
1411,291234.14,304.47,2145.62,5.0
1412,291570.55,304.65,2141.55,5.0
1413,283400.62,300.35,2090.16,5.0
1414,283424.64,300.36,2090.16,5.0
1415,279183.49,298.11,2031.83,5.0
1416,279159.46,298.09,2031.83,5.0
1417,278979.24,298.0,2028.95,5.0
1418,288182.43,302.87,2082.03,5.0
1419,288422.72,303.0,2082.03,5.0
142,299740.48,308.89,2614.93,5.0
1420,297998.37,307.99,2190.37,5.0
1421,297854.19,307.91,2190.37,5.0
1422,297902.25,307.94,2190.37,5.0
1423,284205.59,300.77,2119.36,5.0
1424,284181.56,300.76,2119.36,5.0
1425,296820.93,307.38,2319.62,5.0
1426,297193.39,307.57,2316.75,5.0
1427,297193.39,307.57,2316.75,5.0
1428,297878.22,307.92,2362.2,5.0
1429,297902.25,307.94,2362.2,5.0
143,308595.25,313.41,2227.33,5.0
1430,295631.49,306.76,2318.43,5.0
1431,295511.34,306.7,2318.43,5.0
1432,295727.6,306.81,2318.43,5.0
1433,278162.25,297.56,2202.47,5.0
1434,278270.38,297.62,2205.34,5.0
1435,277909.94,297.42,2093.72,5.0
1436,277813.82,297.37,2089.66,5.0
1437,277813.82,297.37,2089.66,5.0
1438,281958.86,299.58,2520.26,5.0
1439,281934.83,299.57,2520.26,5.0
