Image number,Square,Radius,Circumference,Alcohol concentration
1451,1080811.8,586.54,5309.1,12.5
1452,1080464.61,586.45,5311.79,12.5
1453,1148451.31,604.62,4899.48,12.5
1454,1148293.49,604.58,4896.8,12.5
1455,1219583.79,623.06,5097.71,12.5
1456,1221372.36,623.52,5079.36,12.5
1457,1220867.35,623.39,5092.34,12.5
1458,1178867.52,612.57,5079.36,12.5
1459,1178478.24,612.47,5076.67,12.5
146,1890413.26,775.72,8182.38,12.5
1460,1545008.84,701.28,8421.56,12.5
1461,1544924.67,701.26,8410.16,12.5
1462,1544966.75,701.27,8410.16,12.5
1463,1767622.67,750.1,6679.6,12.5
1464,1767433.3,750.06,6675.8,12.5
1465,1679098.98,731.08,5664.67,12.5
1466,1679225.23,731.1,5664.67,12.5
1467,1679151.59,731.09,5661.99,12.5
1468,1604599.78,714.67,5581.91,12.5
1469,1604178.94,714.58,5581.91,12.5
147,1890276.49,775.69,8179.69,12.5
1470,1515234.41,694.49,5578.76,12.5
1471,1515455.35,694.54,5576.08,12.5
1472,1515476.39,694.54,5576.08,12.5
1473,1597224.56,713.03,5757.07,12.5
1474,1597287.69,713.04,5757.07,12.5
1475,1575856.41,708.24,5682.56,12.5
1476,1575824.85,708.24,5679.87,12.5
1477,1575656.51,708.2,5679.87,12.5
1478,1672155.12,729.56,5721.94,12.5
1479,1671565.95,729.44,5718.14,12.5
148,1844562.75,766.25,8079.24,12.5
1480,1645273.97,723.68,5742.98,12.5
1481,1645358.13,723.69,5742.98,12.5
1482,1645305.53,723.68,5749.47,12.5
1483,1579486.15,709.06,5812.77,12.5
1484,1579875.43,709.15,5806.28,12.5
1485,1616172.88,717.25,5669.59,12.5
1486,1616404.34,717.3,5673.39,12.5
1487,1616351.74,717.29,5670.7,12.5
1488,1621938.39,718.53,5770.5,12.5
1489,1621591.2,718.45,5769.39,12.5
149,1844973.07,766.34,8085.72,12.5
1490,1650713.32,724.87,5702.94,12.5
1491,1650576.55,724.84,5700.26,12.5
1492,1650808.01,724.89,5705.63,12.5
1493,1616772.58,717.38,5826.93,12.5
1494,1616467.47,717.31,5824.25,12.5
1495,1662286.42,727.41,5948.15,12.5
1496,1662602.05,727.48,5948.15,12.5
1497,1662423.2,727.44,5945.47,12.5
1498,1701813.82,736.01,5953.34,12.5
1499,1701529.75,735.94,5950.65,12.5
15,2040337.51,805.89,7341.38,12.5
150,1810485.23,759.14,8137.62,12.5
1500,1645894.71,723.81,5875.03,12.5
1501,1645852.62,723.8,5875.03,12.5
1502,1645957.83,723.83,5875.03,12.5
1503,1711598.35,738.12,5918.87,12.5
1504,1711745.64,738.15,5918.87,12.5
1505,1649934.77,724.7,5752.62,12.5
1506,1649955.81,724.7,5752.62,12.5
1507,1649787.48,724.67,5752.62,12.5
1508,1714123.39,738.66,5804.32,12.5
1509,1714470.58,738.74,5803.21,12.5
151,1810169.6,759.08,8132.25,12.5
1510,1670745.31,729.26,5840.56,12.5
1511,1670366.55,729.17,5840.56,12.5
1512,1670450.72,729.19,5840.56,12.5
1513,1664769.38,727.95,5932.95,12.5
1514,1665179.7,728.04,5930.27,12.5
1515,1636941.33,721.84,5839.45,12.5
1516,1636352.16,721.71,5844.82,12.5
1517,1636531.02,721.75,5842.13,12.5
1518,1616351.74,717.29,5878.83,12.5
1519,1616141.32,717.24,5878.83,12.5
152,1810253.77,759.09,8132.25,12.5
1520,1524534.97,696.62,5795.8,12.5
1521,1524187.78,696.54,5807.66,12.5
1522,1524250.9,696.55,5807.66,12.5
1523,1505386.75,692.23,5636.04,12.5
1524,1505407.79,692.23,5636.04,12.5
1525,1567860.45,706.45,5782.83,12.5
1526,1567902.53,706.46,5775.23,12.5
1527,1567355.44,706.33,5779.03,12.5
1528,1565072.38,705.82,5593.77,12.5
1529,1564988.22,705.8,5593.77,12.5
153,1872443.4,772.02,8192.21,12.5
1530,1595225.57,712.58,5608.32,12.5
1531,1595919.96,712.74,5609.9,12.5
1532,1595846.31,712.72,5612.58,12.5
1533,1569922.57,706.91,5665.13,12.5
1534,1569512.25,706.82,5667.82,12.5
1535,1537370.59,699.54,5489.25,12.5
1536,1537559.97,699.59,5489.25,12.5
1537,1537654.66,699.61,5486.56,12.5
1538,1630776.03,720.48,5612.31,12.5
1539,1630807.59,720.49,5609.63,12.5
154,1872422.36,772.02,8188.4,12.5
1540,1561242.74,704.95,5636.23,12.5
1541,1560885.03,704.87,5630.85,12.5
1542,1561000.76,704.9,5633.54,12.5
1543,1607903.38,715.41,5864.47,12.5
1544,1608176.92,715.47,5864.47,12.5
1545,1568744.21,706.64,5871.15,12.5
1546,1568765.26,706.65,5871.15,12.5
1547,1568765.26,706.65,5871.15,12.5
1548,1676931.66,730.61,5757.99,12.5
1549,1677247.29,730.67,5754.19,12.5
155,1888835.11,775.39,8169.4,12.5
1550,1604536.66,714.66,5763.17,12.5
1551,1604252.59,714.6,5765.86,12.5
1552,1604000.08,714.54,5765.86,12.5
1553,1590406.95,711.51,5837.41,12.5
1554,1590911.96,711.62,5837.41,12.5
1555,1763898.24,749.31,5990.23,12.5
1556,1764392.73,749.42,5987.54,12.5
1557,1763845.64,749.3,5983.74,12.5
1558,1616130.8,717.24,7764.43,12.5
1559,1616109.76,717.23,7764.43,12.5
156,1888603.65,775.35,8169.4,12.5
1560,1714165.47,738.67,6972.18,12.5
1561,1713891.93,738.61,6972.18,12.5
1562,1714060.26,738.65,6972.18,12.5
1563,1617540.61,717.55,7135.47,12.5
1564,1617835.2,717.62,7140.85,12.5
1565,1725528.15,741.12,6275.74,12.5
1566,1726033.16,741.22,6275.74,12.5
1567,1725696.49,741.15,6275.74,12.5
1568,1701845.38,736.01,6265.45,12.5
1569,1701866.43,736.02,6265.45,12.5
157,1888561.57,775.34,8169.4,12.5
1570,1591280.2,711.7,5949.0,12.5
1571,1590922.48,711.62,5952.8,12.5
1572,1591427.49,711.74,5952.8,12.5
1573,1552036.87,702.87,5727.78,12.5
1574,1552363.02,702.95,5725.09,12.5
1575,1532741.35,698.49,5706.66,12.5
1576,1532509.89,698.44,5706.66,12.5
1577,1532530.93,698.44,5706.66,12.5
1578,1574741.18,707.99,5860.4,12.5
1579,1575225.15,708.1,5860.4,12.5
158,1937884.02,785.4,8285.52,12.5
1580,1656489.35,726.14,6128.95,12.5
1581,1656415.71,726.12,6131.64,12.5
1582,1656584.04,726.16,6131.64,12.5
1583,1731809.19,742.46,6237.28,12.5
1584,1731493.56,742.4,6237.28,12.5
1585,1775018.94,751.67,6511.67,12.5
1586,1775039.98,751.67,6517.04,12.5
1587,1775387.17,751.75,6523.53,12.5
1588,1821248.21,761.39,6859.1,12.5
1589,1821185.09,761.38,6859.1,12.5
159,1938052.35,785.43,8274.77,12.5
1590,1785413.69,753.87,6656.07,12.5
1591,1785182.22,753.82,6656.07,12.5
1592,1785361.08,753.86,6654.96,12.5
1593,1679519.82,731.17,5825.74,12.5
1594,1679540.86,731.17,5825.74,12.5
1595,1740183.91,744.26,6256.01,12.5
1596,1740604.75,744.35,6256.01,12.5
1597,1739689.42,744.15,6258.7,12.5
1598,1617077.69,717.45,6050.84,12.5
1599,1617151.33,717.46,6053.52,12.5
16,2040242.82,805.87,7334.89,12.5
160,1937768.29,785.37,8395.15,12.5
1600,1567765.76,706.42,5877.64,12.5
1601,1567713.16,706.41,5880.32,12.5
1602,1567681.59,706.41,5877.64,12.5
1603,1584957.07,710.29,5775.42,12.5
1604,1585272.7,710.36,5771.62,12.5
1605,1578623.43,708.87,5629.55,12.5
1606,1578844.37,708.92,5632.24,12.5
1607,1578718.12,708.89,5632.24,12.5
1608,1591837.81,711.83,5620.38,12.5
1609,1591848.33,711.83,5623.06,12.5
161,1938178.6,785.46,8397.84,12.5
1610,1536465.79,699.34,5674.31,12.5
1611,1536402.66,699.32,5674.31,12.5
1612,1536571.0,699.36,5674.31,12.5
1613,1654984.85,725.81,5892.19,12.5
1614,1655184.75,725.85,5894.87,12.5
1615,1575856.41,708.24,5779.68,12.5
1616,1576066.83,708.29,5779.68,12.5
1617,1575909.01,708.26,5780.79,12.5
1618,1602684.96,714.25,5785.7,12.5
1619,1602684.96,714.25,5785.7,12.5
162,1937357.97,785.29,8397.84,12.5
1620,1645158.24,723.65,5721.29,12.5
1621,1645715.85,723.77,5731.58,12.5
1622,1645778.97,723.79,5731.58,12.5
1623,1582011.19,709.63,5761.52,12.5
1624,1582190.05,709.67,5764.21,12.5
1625,1615131.3,717.02,5836.76,12.5
1626,1615026.09,716.99,5836.76,12.5
1627,1615089.22,717.01,5836.76,12.5
1628,1619928.88,718.08,5629.55,12.5
1629,1620107.74,718.12,5632.24,12.5
163,1922944.2,782.36,8403.87,12.5
1630,1646694.3,723.99,5883.93,12.5
1631,1646126.17,723.86,5893.11,12.5
1632,1646126.17,723.86,5893.11,12.5
1633,1734092.25,742.95,6268.79,12.5
1634,1733482.03,742.82,6263.42,12.5
1635,1781847.07,753.11,6808.16,12.5
1636,1781910.19,753.13,6808.16,12.5
1637,1781889.15,753.12,6808.16,12.5
1638,1664580.0,727.91,6723.9,12.5
1639,1665000.84,728.0,6723.9,12.5
164,1923049.41,782.38,8403.87,12.5
1640,1676847.49,730.59,5974.76,12.5
1641,1676858.01,730.59,5977.44,12.5
1642,1676637.07,730.54,5974.76,12.5
1643,1681918.61,731.69,5908.96,12.5
1644,1682192.16,731.75,5912.76,12.5
1645,1746328.17,745.57,6190.22,12.5
1646,1746475.47,745.6,6190.22,12.5
1647,1746180.88,745.54,6186.42,12.5
1648,1870802.12,771.68,6670.62,12.5
1649,1870970.46,771.72,6670.62,12.5
165,1973676.46,792.62,8361.14,12.5
1650,1900892.18,777.86,6744.28,12.5
1651,1900755.41,777.84,6741.6,12.5
1652,1900734.37,777.83,6741.6,12.5
1653,1897514.94,777.17,6847.24,12.5
1654,1897472.86,777.16,6847.24,12.5
1655,1868014.06,771.11,6663.75,12.5
1656,1867908.85,771.09,6663.75,12.5
1657,1867887.8,771.08,6663.75,12.5
1658,1706180.04,736.95,6061.12,12.5
1659,1706222.12,736.96,6061.12,12.5
166,1973213.53,792.52,8361.14,12.5
1660,1723665.94,740.72,6145.92,12.5
1661,1723844.79,740.75,6148.61,12.5
1662,1723907.92,740.77,6148.61,12.5
1663,1730420.42,742.17,6108.57,12.5
1664,1730462.5,742.17,6108.57,12.5
1665,1813273.29,759.73,7481.6,12.5
1666,1813304.86,759.73,7475.11,12.5
1667,1813241.73,759.72,7484.29,12.5
1668,1596182.98,712.8,7812.15,12.5
1669,1597445.5,713.08,7802.97,12.5
167,1973350.31,792.55,8365.4,12.5
1670,1640644.73,722.66,7177.16,12.5
1671,1640465.87,722.62,7174.48,12.5
1672,1640423.79,722.61,7178.28,12.5
1673,1663654.15,727.71,7438.96,12.5
1674,1664390.62,727.87,7442.76,12.5
1675,1621117.75,718.34,5936.29,12.5
1676,1620917.85,718.3,5933.61,12.5
1677,1620917.85,718.3,5933.61,12.5
1678,1569912.04,706.91,6186.42,12.5
1679,1569975.17,706.92,6186.42,12.5
168,1907857.08,779.29,8194.05,12.5
1680,1525334.57,696.8,6166.3,12.5
1681,1525450.3,696.83,6168.99,12.5
1682,1525418.74,696.82,6166.3,12.5
1683,1651376.15,725.02,6144.81,12.5
1684,1651376.15,725.02,6144.81,12.5
1685,1689567.38,733.35,6218.2,12.5
1686,1689725.19,733.39,6220.89,12.5
1687,1689830.4,733.41,6220.89,12.5
1688,1715880.4,739.04,6269.26,12.5
1689,1715964.57,739.06,6269.26,12.5
169,1907162.7,779.15,8188.68,12.5
1690,1658172.71,726.51,6073.91,12.5
1691,1658320.01,726.54,6073.91,12.5
1692,1658235.84,726.52,6073.91,12.5
1693,1606998.57,715.21,5914.41,12.5
1694,1606872.32,715.18,5914.41,12.5
1695,1632112.2,720.78,6045.92,12.5
1696,1631859.69,720.72,6042.12,12.5
1697,1631512.5,720.64,6039.44,12.5
1698,1693628.48,734.23,5987.81,12.5
1699,1693933.59,734.3,5985.12,12.5
17,2039853.55,805.79,7346.75,12.5
170,1948931.07,787.63,8307.67,12.5
1700,1766886.2,749.94,6252.21,12.5
1701,1766717.87,749.91,6252.21,12.5
1702,1766507.45,749.86,6252.21,12.5
1703,1681224.22,731.54,6353.13,12.5
1704,1681413.6,731.58,6358.5,12.5
1705,1797838.99,756.49,6070.57,12.5
1706,1797449.71,756.4,6073.26,12.5
1707,1797113.04,756.33,6077.06,12.5
1708,1630102.68,720.33,6000.51,12.5
1709,1630134.25,720.34,6007.0,12.5
171,1949015.23,787.65,8313.05,12.5
1710,1697984.18,735.18,6212.17,12.5
1711,1697826.36,735.14,6214.86,12.5
1712,1697752.71,735.13,6212.17,12.5
1713,1704780.74,736.65,6725.13,12.5
1714,1705012.2,736.7,6725.13,12.5
1715,1663117.58,727.59,6588.43,12.5
1716,1663096.54,727.59,6588.43,12.5
1717,1663075.5,727.58,6588.43,12.5
1718,1604862.81,714.73,6462.95,12.5
1719,1605273.13,714.82,6460.26,12.5
172,1948983.67,787.64,8306.56,12.5
1720,1562126.5,705.15,6343.03,12.5
1721,1562694.64,705.28,6343.03,12.5
1722,1562673.6,705.28,6343.03,12.5
1723,1636257.47,721.69,6754.57,12.5
1724,1635563.08,721.54,6758.37,12.5
1725,1560790.34,704.85,6252.02,12.5
1726,1560758.77,704.84,6254.71,12.5
1727,1560548.35,704.8,6254.71,12.5
1728,1437473.7,676.43,6266.76,12.5
1729,1437431.61,676.42,6266.76,12.5
173,1870044.61,771.53,8058.01,12.5
1730,1609881.32,715.85,6477.96,12.5
1731,1609818.2,715.84,6477.96,12.5
1732,1609734.03,715.82,6477.96,12.5
1733,1575951.1,708.27,6217.09,12.5
1734,1575993.18,708.28,6217.09,12.5
1735,1619287.1,717.94,5953.61,12.5
1736,1619276.58,717.94,5956.29,12.5
1737,1619223.97,717.92,5953.61,12.5
1738,1545387.59,701.36,6112.18,12.5
1739,1545050.92,701.29,6112.18,12.5
174,1869981.48,771.51,8058.01,12.5
1740,1654237.86,725.64,8562.17,12.5
1741,1654248.38,725.65,8563.28,12.5
1742,1654700.78,725.75,8565.97,12.5
1743,1765676.29,749.69,7646.47,12.5
1744,1766012.96,749.76,7646.47,12.5
1745,1648524.96,724.39,6670.16,12.5
1746,1648072.55,724.29,6663.67,12.5
1747,1648114.64,724.3,6663.67,12.5
1748,1664338.02,727.86,7129.72,12.5
1749,1664674.69,727.93,7135.09,12.5
175,1900176.75,777.72,8221.57,12.5
1750,1547197.21,701.78,7032.6,12.5
1751,1547197.21,701.78,7027.23,12.5
1752,1547197.21,701.78,7027.23,12.5
1753,1630923.32,720.51,7195.24,12.5
1754,1630818.11,720.49,7195.24,12.5
1755,1610333.73,715.95,6909.99,12.5
1756,1609355.27,715.73,6903.51,12.5
1757,1609702.47,715.81,6909.99,12.5
1758,1594920.46,712.52,7728.77,12.5
1759,1594794.21,712.49,7728.77,12.5
176,1900471.34,777.78,8221.57,12.5
1760,1674753.81,730.13,6976.25,12.5
1761,1674743.29,730.13,6973.56,12.5
1762,1674995.79,730.18,6973.56,12.5
1763,1648188.28,724.32,6845.77,12.5
1764,1648072.55,724.29,6843.09,12.5
1765,1550037.88,702.42,6462.11,12.5
1766,1550016.83,702.41,6462.11,12.5
1767,1549753.81,702.35,6468.59,12.5
1768,1488458.46,688.32,6380.38,12.5
1769,1488132.31,688.25,6377.69,12.5
177,1900429.26,777.77,8221.57,12.5
1770,1618340.21,717.73,6661.45,12.5
1771,1619234.49,717.93,6649.58,12.5
1772,1618771.57,717.82,6658.76,12.5
1773,1571006.23,707.15,6604.36,12.5
1774,1571290.3,707.22,6608.63,12.5
1775,1612006.57,716.32,6634.57,12.5
1776,1611953.96,716.31,6633.46,12.5
1777,1612858.77,716.51,6624.29,12.5
1778,1614868.28,716.96,6565.9,12.5
1779,1615131.3,717.02,6563.21,12.5
178,1842142.92,765.75,8165.87,12.5
1780,1591269.67,711.7,6676.84,12.5
1781,1591827.29,711.82,6670.35,12.5
1782,1592290.21,711.93,6664.98,12.5
1783,1636194.34,721.68,6824.93,12.5
1784,1636173.3,721.67,6824.93,12.5
1785,1611533.12,716.22,6773.57,12.5
1786,1610775.61,716.05,6764.4,12.5
1787,1610891.34,716.07,6767.08,12.5
1788,1666999.83,728.44,6898.59,12.5
1789,1666789.41,728.39,6898.59,12.5
179,1842185.0,765.76,8165.87,12.5
1790,1675637.57,730.32,7063.92,12.5
1791,1675227.25,730.23,7070.41,12.5
1792,1675048.4,730.19,7073.1,12.5
1793,1729326.24,741.93,7376.96,12.5
1794,1729557.7,741.98,7373.16,12.5
1795,1700519.74,735.73,8403.56,12.5
1796,1700456.61,735.71,8403.56,12.5
1797,1700877.45,735.8,8403.56,12.5
1798,1731693.46,742.44,7736.8,12.5
1799,1731114.81,742.31,7743.28,12.5
18,2115331.2,820.57,7199.31,12.5
180,1827424.04,762.68,8175.51,12.5
1800,1791852.54,755.22,6614.92,12.5
1801,1792052.44,755.27,6621.41,12.5
1802,1792157.65,755.29,6621.41,12.5
1803,1788759.36,754.57,7395.23,12.5
1804,1788822.49,754.59,7395.23,12.5
1805,1884237.44,774.45,7753.49,12.5
1806,1883711.39,774.34,7738.94,12.5
1807,1883301.07,774.26,7745.43,12.5
1808,1754187.36,747.25,7356.31,12.5
1809,1754618.72,747.34,7362.8,12.5
181,1827371.43,762.67,8189.6,12.5
1810,1831758.69,763.59,7591.23,12.5
1811,1831842.86,763.61,7591.23,12.5
1812,1832474.12,763.74,7587.43,12.5
1813,1804162.11,757.81,7814.64,12.5
1814,1804141.07,757.81,7814.64,12.5
1815,1737816.68,743.75,7884.62,12.5
1816,1738121.79,743.82,7878.13,12.5
1817,1737774.6,743.74,7884.62,12.5
1818,1719173.47,739.75,7356.58,12.5
1819,1719331.29,739.78,7353.89,12.5
182,1827844.88,762.77,8177.08,12.5
1820,1629376.74,720.17,6859.4,12.5
1821,1629545.07,720.21,6859.4,12.5
1822,1629566.11,720.21,6859.4,12.5
1823,1785624.11,753.91,7331.01,12.5
1824,1786034.42,754.0,7328.32,12.5
1825,1703770.73,736.43,8282.37,12.5
1826,1703381.45,736.34,8288.86,12.5
1827,1703518.22,736.37,8286.17,12.5
1828,1830548.78,763.34,8724.59,12.5
1829,1829991.16,763.22,8718.1,12.5
183,1870370.76,771.59,8309.98,12.5
1830,1760173.81,748.52,8129.26,12.5
1831,1760058.08,748.49,8126.57,12.5
1832,1760100.16,748.5,8126.57,12.5
1833,1655805.49,725.99,7254.55,12.5
1834,1655984.34,726.03,7253.44,12.5
1835,1703970.63,736.47,6556.92,12.5
1836,1703676.04,736.41,6556.92,12.5
1837,1703770.73,736.43,6555.81,12.5
1838,1778795.98,752.47,6605.94,12.5
1839,1778732.85,752.45,6605.94,12.5
184,1870686.39,771.66,8304.6,12.5
1840,1935990.24,785.01,7275.85,12.5
1841,1935779.82,784.97,7275.85,12.5
1842,1936621.5,785.14,7272.05,12.5
1843,1802794.38,757.53,7104.04,12.5
1844,1802583.96,757.48,7104.04,12.5
1845,1790558.45,754.95,7170.02,12.5
1846,1740278.6,744.28,8242.42,12.5
1847,1740204.95,744.26,8239.73,12.5
1848,1759879.22,748.46,8070.52,12.5
1849,1759910.78,748.46,8073.21,12.5
185,1843100.33,765.95,8403.02,12.5
1850,1661129.11,727.15,7048.53,12.5
1851,1660645.15,727.05,7048.53,12.5
1852,1660771.4,727.08,7048.53,12.5
1853,1704812.31,736.65,7230.17,12.5
1854,1704601.89,736.61,7230.17,12.5
1855,1691366.47,733.74,7568.7,12.5
1856,1691597.93,733.79,7564.9,12.5
1857,1691261.26,733.72,7564.9,12.5
1858,1832432.03,763.73,7881.93,12.5
1859,1832242.66,763.69,7891.11,12.5
186,1843310.75,765.99,8403.02,12.5
1860,1803509.81,757.68,8160.77,12.5
1861,1803867.52,757.75,8160.77,12.5
1862,1803783.35,757.73,8160.77,12.5
1863,1912528.41,780.24,8165.11,12.5
1864,1912307.47,780.2,8162.42,12.5
1865,1858334.74,769.11,8123.88,12.5
1866,1858524.11,769.15,8123.88,12.5
1867,1858292.65,769.1,8123.88,12.5
1868,1711945.54,738.19,8434.89,12.5
1869,1711903.46,738.18,8434.89,12.5
187,1843373.87,766.01,8403.02,12.5
1870,1620465.45,718.2,8105.45,12.5
1871,1620854.73,718.29,8102.77,12.5
1872,1620875.77,718.29,8102.77,12.5
1873,1471772.16,684.46,7223.5,12.5
1874,1472024.66,684.51,7223.5,12.5
1875,1535582.02,699.14,6681.75,12.5
1876,1536044.95,699.24,6681.75,12.5
1877,1535960.78,699.22,6681.75,12.5
1878,1528048.99,697.42,7000.08,12.5
1879,1528596.08,697.54,6990.91,12.5
188,1812347.45,759.53,7392.89,12.5
1880,1561874.0,705.1,7037.89,12.5
1881,1561284.82,704.96,7043.27,12.5
1882,1562168.59,705.16,7037.89,12.5
1883,1574067.84,707.84,7274.39,12.5
1884,1573815.34,707.79,7274.39,12.5
1885,1575025.25,708.06,7025.84,12.5
1886,1575004.21,708.05,7025.84,12.5
1887,1575267.23,708.11,7028.53,12.5
1888,1718899.92,739.69,6924.73,12.5
1889,1719110.34,739.74,6924.73,12.5
189,1812968.18,759.66,7397.81,12.5
1890,1680498.27,731.38,7572.31,12.5
1891,1680456.19,731.37,7572.31,12.5
1892,1680466.71,731.37,7575.0,12.5
1893,1663264.88,727.62,7976.63,12.5
1894,1663275.4,727.62,7973.94,12.5
1895,1721403.92,740.23,7697.6,12.5
1896,1721119.86,740.17,7694.92,12.5
1897,1721519.65,740.25,7694.92,12.5
1898,1692092.42,733.9,7815.56,12.5
1899,1692208.15,733.93,7812.88,12.5
19,2115236.51,820.55,7202.0,12.5
190,1289569.48,640.69,5769.93,12.5
1900,1706590.35,737.04,8221.84,12.5
1901,1706674.52,737.06,8221.84,12.5
1902,1706958.59,737.12,8224.53,12.5
1903,1626757.01,719.59,8321.57,12.5
1904,1626799.09,719.6,8321.57,12.5
1905,1652943.78,725.36,7463.98,12.5
1906,1652701.79,725.31,7461.3,12.5
1907,1652964.82,725.37,7458.61,12.5
1908,1650176.75,724.75,6735.49,12.5
1909,1650439.78,724.81,6732.8,12.5
191,1289474.79,640.67,5772.62,12.5
1910,1756649.27,747.77,7700.75,12.5
1911,1756544.06,747.75,7700.75,12.5
1912,1756796.57,747.8,7700.75,12.5
1913,1682991.75,731.92,7562.02,12.5
1914,1682970.71,731.92,7562.02,12.5
1915,1624021.55,718.99,7563.14,12.5
1916,1623800.61,718.94,7560.45,12.5
1917,1623621.75,718.9,7563.14,12.5
1918,1680571.92,731.4,7927.15,12.5
1919,1680719.22,731.43,7927.15,12.5
192,1289527.4,640.68,5775.3,12.5
1920,1669093.51,728.9,7736.91,12.5
1921,1669219.76,728.92,7736.91,12.5
1922,1669061.95,728.89,7739.59,12.5
1923,1712040.23,738.21,8627.47,12.5
1924,1712219.09,738.25,8630.16,12.5
1925,1651723.34,725.09,8186.53,12.5
1926,1651954.8,725.14,8181.15,12.5
1927,1652123.14,725.18,8181.15,12.5
1928,1875389.28,772.63,7061.31,12.5
1929,1875347.19,772.62,7061.31,12.5
193,1837155.96,764.71,8582.25,12.5
1930,1711587.83,738.12,6672.0,12.5
1931,1711608.87,738.12,6672.0,12.5
1932,1711387.93,738.07,6674.69,12.5
1933,1668504.33,728.77,6599.45,12.5
1934,1668357.04,728.73,6599.45,12.5
1935,1613521.59,716.66,6534.58,12.5
1936,1613500.55,716.65,6534.58,12.5
1937,1613479.51,716.65,6534.58,12.5
1938,1677857.5,730.81,6405.95,12.5
1939,1678046.88,730.85,6396.77,12.5
194,1837303.26,764.74,8582.25,12.5
1940,1754524.03,747.32,6160.28,12.5
1941,1754334.65,747.28,6161.85,12.5
1942,1754197.88,747.25,6159.16,12.5
1943,1781499.87,753.04,6330.52,12.5
1944,1781657.69,753.07,6327.83,12.5
1945,1873411.33,772.22,6881.63,12.5
1946,1873411.33,772.22,6881.63,12.5
1947,1873453.41,772.23,6881.63,12.5
1948,1799837.98,756.91,6359.15,12.5
1949,1800037.88,756.95,6369.44,12.5
195,1715701.54,739.0,7382.53,12.5
1950,1743434.9,744.95,6473.51,12.5
1951,1743687.4,745.01,6468.13,12.5
1952,1743582.19,744.98,6468.13,12.5
1953,1707105.88,737.15,6138.32,12.5
1954,1706927.03,737.11,6141.01,12.5
1955,1739479.0,744.11,6474.81,12.5
1956,1739331.71,744.07,6471.01,12.5
1957,1739678.9,744.15,6472.12,12.5
1958,1821637.49,761.48,6153.14,12.5
1959,1822026.77,761.56,6146.65,12.5
196,1715543.73,738.97,7372.24,12.5
1960,1728316.22,741.71,6435.04,12.5
1961,1727990.07,741.64,6437.73,12.5
1962,1728053.19,741.66,6437.73,12.5
1963,1754944.87,747.41,6316.89,12.5
1964,1755271.02,747.48,6310.4,12.5
1965,1782457.28,753.24,6803.32,12.5
1966,1782299.47,753.21,6800.63,12.5
1967,1782341.55,753.22,6800.63,12.5
1968,1658078.02,726.49,6289.83,12.5
1969,1657846.56,726.44,6289.83,12.5
197,1715459.56,738.95,7372.24,12.5
1970,1691534.8,733.78,6435.7,12.5
1971,1691661.06,733.81,6435.7,12.5
1972,1691650.53,733.8,6438.38,12.5
1973,1692197.63,733.92,6179.93,12.5
1974,1691555.85,733.78,6191.79,12.5
1975,1662949.25,727.55,6040.09,12.5
1976,1663159.67,727.6,6040.09,12.5
1977,1663054.46,727.58,6040.09,12.5
1978,1590291.22,711.48,6287.52,12.5
1979,1590480.6,711.52,6287.52,12.5
198,1809106.98,758.85,8527.2,12.5
1980,1642601.63,723.09,6031.84,12.5
1981,1642812.05,723.13,6031.84,12.5
1982,1642791.01,723.13,6031.84,12.5
1983,1717458.55,739.38,6541.99,12.5
1984,1717963.56,739.49,6545.79,12.5
1985,1747474.96,745.81,6308.1,12.5
1986,1747559.13,745.83,6308.1,12.5
1987,1747811.63,745.89,6308.1,12.5
1988,1733787.14,742.89,6213.56,12.5
1989,1734786.63,743.1,6175.75,12.5
199,1809043.85,758.84,8527.2,12.5
1990,1764224.39,749.38,6748.35,12.5
1991,1763982.41,749.33,6749.47,12.5
1992,1764024.49,749.34,6754.84,12.5
1993,1820227.67,761.18,7294.01,12.5
1994,1820374.97,761.21,7294.01,12.5
1995,1693165.56,734.13,6936.79,12.5
1996,1691398.03,733.75,6982.66,12.5
1997,1692597.42,734.01,6945.96,12.5
1998,1708620.91,737.48,6642.91,12.5
1999,1708673.51,737.49,6645.59,12.5
2,2000063.13,797.9,8416.46,12.5
20,2107377.33,819.02,7097.74,12.5
200,1814546.33,759.99,8451.12,12.5
2000,1650881.66,724.91,6909.34,12.5
2001,1650934.26,724.92,6912.03,12.5
2002,1650881.66,724.91,6909.34,12.5
2003,1797891.59,756.5,7578.61,12.5
2004,1798543.89,756.63,7574.81,12.5
2005,1775871.14,751.85,7792.68,12.5
2006,1775555.51,751.78,7792.68,12.5
2007,1775260.92,751.72,7792.68,12.5
2008,1660866.09,727.1,7981.74,12.5
2009,1661097.55,727.15,7987.11,12.5
201,1814062.37,759.89,8447.32,12.5
2010,1614247.54,716.82,7360.19,12.5
2011,1614394.83,716.85,7360.19,12.5
2012,1614373.79,716.85,7360.19,12.5
2013,1580538.25,709.3,6971.34,12.5
2014,1580632.94,709.32,6968.65,12.5
2015,1620223.47,718.15,7301.34,12.5
2016,1620076.17,718.11,7301.34,12.5
2017,1620539.1,718.22,7292.17,12.5
2018,1600970.04,713.87,7259.27,12.5
2019,1601075.25,713.89,7259.27,12.5
202,1814293.83,759.94,8451.12,12.5
2020,1673796.4,729.92,7570.93,12.5
2021,1673133.57,729.78,7569.81,12.5
2022,1673891.09,729.94,7573.61,12.5
2023,1691198.13,733.71,6861.9,12.5
2024,1691240.22,733.72,6861.9,12.5
